sentence_id,kankanaey,english
514,Peteg ay mabyat nan logan sin kalsada.,The traffic is heavy.
515,Iisad mo nan logan sina.,Park the car here.
516,Am-amagen da nan kalsada.,The road is under construction.
517,Italged mo nan bagi mo sin logan.,Wear your seatbelt.
518,Mapaspas nan motor.,The motorcycle is fast.
519,I-anad ka ay manmaneho / manlogan.,Drive carefully.
520,Maseypanak.,I feel sleepy.
521,Man-inana takoet agan-o.,Let's take a break.
522,Laydek si gawis ay dagem.,I love the fresh air.
523,Peteg ay maingal nan kwarto ay nay.,The room is too noisy.
524,Inpababam nan kali na.,Turn down the volume.
525,Komedgeng sina.,It's very quiet here.
526,Peteg ay masileng nan silaw.,The lights are too bright.
527,Bokatam din tawa ta omali nan dagem.,Open the window for air.
528,Naballat nan otokan / tokdoan.,The chair is broken.
529,I-am-amod mo nan lamisaan.,Fix the table.
530,Mancali nan lingling di simbaan.,The church bells are ringing.
531,Nan-luwalo kami ay maam-mong.,We prayed together.
532,Nankali din padi.,The priest gave a sermon.
533,Inpesta da nan kasal.,They celebrated the wedding.
534,Nankasal daida.,The couple got married.
535,Inmey kami sin bunyag.,We attended the baptism.
536,Inmey da ed nabiit sin natey.,The funeral was yesterday.
537,Inpasila da nan kandila.,They lit candles.
538,Nankanta daida sin simbaan.,The choir sang a hymn.
539,Adak nangan sin agew di kwaresma.,We fasted during Lent.
540,Peteg ay ad-ado din ipogaw sin malkit.,The market is crowded.
541,Manlalko daida si mula ay kanen sin kalsada.,Vendors are selling vegetables.
542,Balo / nankatit pay laeng nan bising.,The fish is fresh.
543,Ibagam ta ipababa da nan bayad na.,Bargain for a lower price.
544,Natan-geb nan kantinan sin alas sais.,The store closes at six.
545,Masapol ko di manlako si agas.,I need to buy medicine.
546,Nabokatan nan botika.,The pharmacy is open.
547,Manlako kas tinapay.,Buy some bread.
548,Manbango nan beey di tinapay.,The bakery smells good.
549,Alaem din naluom ay lames di ka-ew.,Choose the ripe fruit.
550,Man-godo nan dontog ay nan-apoy.,The volcano is active.
551,Nanyegyeg ed labi.,An earthquake happened last night.
552,In-andod / kinan di enaban nan mula.,The flood destroyed the crops.
553,Paway / emey kayo sin adawi.,Evacuate the area.
554,Mapaspas nan apoy ay man-an-andod.,The fire spread quickly.
555,Dakuwen mo di tulong.,Call for help.
556,Dinmateng da nan tumolong en datako.,The rescue team arrived.
557,Ad-ka pampaway sin beey.,Stay safe indoors.
558,Omalali nan bagyo.,The storm is approaching.
559,Isaganam nan agas ya masapol mo.,Prepare an emergency kit.
560,Laylaydek nan manbasa si libro.,I love reading books.
561,Komedgeng nan biblioteka.,The library is quiet.
562,Bulodem nan librok.,Borrow a book from me.
563,Gawis nan istorya ay nay.,This story is interesting.
564,Mansulatak sin librok.,I write in my journal.
565,Magay tinta nan bolpen.,The pen ran out of ink.
566,Isukat mo nan papil di libro.,Turn to the next page.
567,Balo nan gazeta / libro ay nay.,The magazine is new.
568,Inbaga ko ta ipaey da nan solat en sak-en.,I subscribed to a newsletter.
569,Inbaga din dyalyo nan istorya sin ili.,The newspaper reported the news.
570,Peteg ay man-atong nan kape.,The coffee is too hot.
571,Laydek nan ti sin agsapa.,I like tea in the morning.
572,Ipaeyam si mam-is kod.,Add some sugar please.
573,Matengnen nan dyus / danum di lames di ka-ew.,The juice is cold.
574,Ipaeyam di danum ko kod.,Pour me some water.
575,Balo pay laeng nan gatas.,The milk is fresh.
576,Laydek si esa ay baso si loka.,I want a glass of soda.
577,Masapol pay si asin nan gangan.,The soup needs more salt.
578,Kiwaem kod nan sabeng na.,Stir the sauce.
579,Enggay naisagana nan tinapay ay mam-is.,The cake is ready.
580,Naballat nan kompyuter ko.,My computer crashed.
581,Pasilaem kasin nan kompyuter.,Restart the device.
582,Adi mankali nan app sin telepono.,The app is not working.
583,Isukat mo nan bano sin kompyuter.,Update the software.
584,Napukaw ko nan solat ko.,I lost my files.
585,Isten mo nan solat mo sin esa pay ay beey na.,Back up your data.
586,Nabuskag nan kalsas na.,The screen is cracked.
587,Ipaey mo sin linya di internet.,Connect to the wifi.
588,Mabayag / makapoy nan linya dya.,The signal is weak.
589,Alaem nan solat sin telepono.,Download the file.
590,Maingal nan bako din aso.,The dog barked loudly.
591,Nanot-ot din pusa.,The cat is hiding.
592,Pakanem nan an-atup / ay-ayam.,Feed the animals.
593,Mangan nan kalding si lopa.,The goat is eating grass.
594,Wadas baon nan besaa.,The pig is in the pen.
595,Nancali nan kawitan sin talan-o.,The rooster crowed at dawn.
596,Manlangoy nan pato sin lona / loganak.,The duck swims in the pond.
597,Mapigsa nan nuang.,The carabao is strong.
598,Gataem din baka.,Milk the cow.
599,Sisingit nan oken dya.,The puppy is playful.
600,Inila din doktol nan pigsa di dadak.,The doctor checked my blood pressure.
601,Masapol ko ay pailas doktol.,I need a checkup.
602,In-aslowan din nars sak-en.,The nurse gave an injection.
603,Inumem nan doway agas tinan-ew ay agew.,Take two tablets a day.
604,Man-mamag nan bigat.,The wound is healing.
605,Ibagaak si Julia mo laydena ya.,I'll ask Julia if she wants to.
606,Man-sakit nan eges ko.,My stomach hurts.
607,Naalweng nan gatin ko.,I twisted my ankle.
608,Nabokatan nan klinika as Lunes.,The clinic is open on Mondays.
609,Iali mo nan papil mo lopo sin ospital.,Bring your medical record.
610,Gawis ay peteg nan kasal.,The wedding was beautiful.
611,Nansapatada sin malkit / nankasal.,They exchanged vows.
612,Nambado si kilat din babai ay mankasal.,The bride wore white.
613,Nansala da nan inmay enggana natey nan labi.,Guests danced all night.
614,Wadas daki ay beey nan panganan.,The reception was at the hall.
615,Inbaga da di ad-ado ay ipogaw ta omali da.,They invited many guests.
616,Gedgedem da nan tinapay ay mam-is.,The cake was cut.
617,Nan-kodak daida am-in.,Photos were taken.
618,Man-am-amod daida ay nankasal.,The couple is happy.
619,Palogian di kantaan sin alas siyete.,The party starts at seven.
620,Laydek ay madal ay manlangoy.,I want to learn to swim.
621,In-itdo na en sak-en nan man-oto.,He taught me how to cook.
622,Ad-adalen din babai nan manmaneho.,She is learning to drive.
623,Ad-adalen mi nan kali ed adawi / Ingles.,We are practicing English.
624,Way inmabagan di ad-al ko edwani.,I made progress today.
625,Ad-ka isisaldeng.,Keep trying.
626,Ad-ka omogyat / kisaldeng.,Don't give up.
627,Gawis nan inamag mo.,You did well.
628,Peteg ay am-amodak en sik-am.,I am proud of you.
629,Gawis ta inabak mo nan obla mo!,Congratulations on your success.
630,Peteg ay maktang nan kalsada sin dontog.,The mountain trail is steep.
631,Nandanan kami si tloloy olas.,We hiked for three hours.
632,Iali mo nan danum mo as ka mandanan.,Bring water when you hike.
633,Peteg ay gawis nan mabasas toktok di dontog.,The view from the top is amazing.
634,Nan-beey kami asisiping sin waig agan-o.,We set up camp near the river.
635,Mangamag kas apoy ta maton-atongan tako.,Build a fire for warmth.
636,Adi masep-ep nan beey mi ay lona.,The tent is waterproof.
637,Inila mi nan ay-ayam ed pagpag.,We saw wild animals.
638,Napitok nan kalsada.,The trail is muddy.
639,Ilaem nan gatinan mo.,Watch your step.
640,Palogian di fiesta as Sabado yan Domingo.,The festival starts this weekend.
641,Way manli-likos / parada as agew.,There will be a parade.
642,Nansala da nan ipogaw sin entablado / toktok.,Dancers performed on stage.
643,"Laydena yan, inbaga na ed kaonyan.","She does want to, she said so a little while ago."
644,Inpasila da nan kwitis ed daya.,Fireworks lit up the sky.
645,Manlako daida si maiyasasnan lako / dong-aw.,Vendors sold souvenirs.
646,Nan-kodak da nan nallopo si adawi ay ipogaw.,Tourists took photos.
647,Ay kindeng mo?,Did you finish it?
648,Am-amod am-in nan ipogaw ay mangila.,Everyone enjoyed the show.
649,Nampesta da enggana natey nan labi.,The celebration lasted all night.
650,Masapol ko ay am-amogen nan atep di beey.,I need to fix the roof.
651,Mantedted nan tobo di danum.,The pipe is leaking.
652,Ibagam kod ta way omali ay mangam-amag si tobo.,Call a plumber.
653,Masapol ay pintaan nan diding di beey.,The wall needs painting.
654,Isukat mo nan naballat ay siminto sin dalled.,Replace the broken tile.
655,Magay silaw / kuryente ed niman.,The electricity went out.
656,Ilaem nan beey di kuryente.,Check the fuse box.
657,Man-obla nan makina di silaw.,The generator is running.
658,Ipaeyam si balo ay tansora nan pantaew.,Install a new lock.
659,Masapol ay am-amogen nan pantaew ay bakal.,The gate needs repair.
660,Laydek ay mangam-amag si kantina / obla.,I want to open a business.
661,Gawis nan obla di kantina.,The shop is doing well.
662,Masapol mi pay di manlako en datako.,We need more customers.
663,Mapaspas nan lako mi.,The product is selling fast.
664,Ibagam sin telepono / internet nan lakom.,Advertise on social media.
665,Naladaw din nangiyali si lako mi.,The supplier delivered late.
666,Bilangem nan mabilang ay lako sin beey.,Check the inventory.
667,Tinmay-at nan pilak mi sin bola ay nay.,The profit increased this month.
668,Way inpa-obla mi ay balo ay ipogaw.,We hired a new employee.
669,Inbaga din pangolo di obla nan miting.,The manager scheduled a meeting.
670,As din omali ay bola nan botosan.,The election is next month.
671,Insolat ko nan ngadan ko ta manbotosak.,I registered to vote.
672,Nankali din mayor sin ad-ado ay ipogaw.,The mayor gave a speech.
673,In-amag da di balo ay bilbilin / kostombri.,They passed a new law.
674,Nan-miting da nan ipogaw sin barangay.,The barangay held a meeting.
675,Masapol mi di gawis ay kalsada.,We need better roads.
676,In-amag di pangolo nan tityan / tolod.,The government built a bridge.
677,Masapol ko di manbayad sin obla edwani ay domigo.,Taxes are due this week.
678,Inbaga nan sin-ili di tulong da.,The community requested help.
679,Masapol dengngen di pangolo nan kali di ipogaw.,Leaders should listen to the people.
680,Peteg ay ligat nan iniyali di fobor.,The war caused much suffering.
681,Isten di sondalo nan ili tako.,Soldiers protect the country.
682,Gawis ed niman ta magay fobor.,Peace was finally declared.
683,Insolat da nan kontrato di talged am-in.,The treaty was signed.
684,Kaman kasin nan istorya ed nabaon sin ed niman.,History repeats itself.
685,Ad-adalen mi nan gasat di apo mi ed nabaon.,We learned about our ancestors.
686,Wadas beey di nabaon nan al-alisto ed nabaon.,The museum has old artifacts.
687,In-amag da nan bato ay paway ta am-amod tako sin nalaing ed nabaon.,The monument honors the heroes.
688,Isten tako nan kostombri tako ay nallopo sin apo tako.,Culture should be preserved.
689,In-itdo da apo nan kostombri sin anan-ak.,Traditions are passed down.
690,Andodokay / peteg ay daki nan lubong am-in.,The universe is vast.
691,Mancalcalading nan talaw sin daya.,Stars form in galaxies.
692,Manli-likos nan luta sin agew.,The planet orbits the sun.
693,Ad-adalen da nan nalaing nan amgali.,Scientists study the ocean.
694,Sip-ipen di luta nan gatinan tako.,Gravity holds us to the ground.
695,Gawis nan nalpasan di inad-al mi.,The experiment was successful.
696,Inpadas mi din pan-gawisan di obla.,We tested the hypothesis.
697,Way balo ay al-alisto sin kwarto di ad-al.,The laboratory has new equipment.
698,In-stenan mi ay mam-mong sin solat.,Data was collected carefully.
699,Nantaw-en nan inad-al mi.,The research took years.
700,Gimmopo sin luta nan talipyano ay matalged.,The airplane landed safely.
701,Tinmay-at da nan ipogaw sin talipyano.,Passengers boarded the flight.
702,Inbaga din manmaneho sin talipyano nan ladaw da.,The pilot announced the delay.
703,Nanyegyeg si napigsapigsa.,There was an extremely strong earthquake.
704,Napukaw nan mabyat ay bag mi.,The luggage was lost.
705,Isolat mo nan ngadan mo sin pangbayadan.,Check in at the counter.
706,Gawis nan daddanan di talipyano ed daya.,The flight was smooth.
707,Osto nan olas di gimmopoan mi.,We landed on time.
708,Ad-ado nan ipogaw sin gopoan di talipyano.,The airport was busy.
709,Inila di pangolo nan bag mi sin landingan.,Customs checked our bags.
710,Masapol ay danomam nan mulaan si lolas.,The garden needs watering.
711,Imula mo nan bengan di mula ed niman.,Plant the seeds now.
712,Masapol di agew nan lolas ta manbunga.,The flowers need sunlight.
713,Kaanem nan lopa ay masep-ep sin mula.,Pull out the weeds.
714,Mabalin ay anien nan mula ay kanen.,The vegetables are ready to harvest.
715,Gedgedem nan koblan di kaiw dya.,Trim the bushes.
716,Masapol di man-pagawis sin luta.,The soil needs fertilizer.
717,Danomam nan lolas tinan-ew ay agsapa.,Water the garden every morning.
718,Naluom nan kamatis.,The tomatoes are ripe.
719,Alaem nan lames di kaiw ay inanad ka.,Pick the fruits carefully.
720,Peteg ay gawis nan kantaan.,The concert was amazing.
721,Nankanta tet-ewa din ipogaw sin toktok.,The singer performed live.
722,Nalako am-in nan tikit si masapa.,Tickets sold out quickly.
723,Maingal nan eek di ad-ado ay ipogaw.,The crowd cheered loudly.
724,Masileng nan silaw sin entablado.,The stage lights were bright.
725,"Idi sinmaldeng din pewek, nanyegyeg.","After the typhoon stopped, it earthquaked."
726,"Mo ad-adoy kosili ay nadalapat sin pangan di kaiw, yokyoken da.","If many birds are lined up on a tree branch, they bend it over."
727,Naladaw din palogian di mangilaan.,The show started late.
728,Manyoyongo ka ta ilaem gatinam.,Look down so you'll see where you step.
729,Nalpas nan kantaan sin pampakpak di ipogaw.,The performance ended with applause.
730,Laydek ay emey sin adawi ay ili sin lubong.,I want to travel abroad.
731,Masapol mi nan papil si emey sin adawi.,We need a visa.
732,In-amag da nan papil mi sin daki ay opisina ed adawi.,The embassy processed our documents.
733,Isten mo nan bag mo as agsapa pay laeng.,Pack your bags early.
734,Madalos nan kwarto sin otel.,The hotel room is clean.
735,Inmey kami sin beey di inanaan asisiping sin amgali.,We checked into the resort.
736,Gawis nan dalled di amgali.,The beach was beautiful.
737,Nanlangoy kami sin amgali / daki ay danum.,We swam in the ocean.
738,Inbaga din mangitdo si kalsada nan nabaon ay istorya.,The tour guide explained the history.
739,Nanlogan kami sin bangka / baloto.,We took a boat ride.
740,In-ebkas di mistra nan solat di eskwela.,The teacher graded the papers.
741,Idawat mo nan oblaem as wakget.,Submit your assignment tomorrow.
742,Peteg ay maligat nan eksam.,The exam was difficult.
743,Inabak ko din eksam / ad-al.,I passed the test.
744,Inbaga din mistro si osto yan matalged.,The professor explained clearly.
745,Nan-iskwela kami ay maam-mong.,We studied together.
746,Peteg ay maingal nan kwarto di eskwela.,The classroom was noisy.
747,Andodokay nan kalin di mistro.,The lecture was long.
748,Isolat mo nan ibaga di mistra sin klasi.,Take notes during class.
749,Masapol ay malpas nan obla as Biyernes.,The homework is due Friday.
750,Mancali nan kampana di apoy.,The fire alarm went off.
751,Manyoyot sin danan tan way sakit na.,He moves slowly on the trail because he has a sickness.
752,Dinmateng da nan mam-ateng si apoy si masapa.,The firefighters arrived quickly.
753,Komedgeng am-in nan ipogaw.,Everyone stayed calm.
754,Inila da nan beey dya ta way naballat.,The building was checked for damage.
755,Onod mo nan solat di pampawayan.,Follow the emergency exit signs.
756,Gawis nan nalpasan di inpadas mi.,The drill was successful.
757,Ibagam as way ligat dya.,Report any hazards.
758,Masapol tet-ewa nan matalged tako.,Safety is important.
759,Isten mo din agew-agew ta naisagana ka.,Always be prepared.
760,Manganak.,I am eating.
761,Omin-uminum ka.,You are drinking.
762,Mandandanan hidi.,He is walking.
763,Maseypan din babai.,She is sleeping.
764,Montotokdo kami.,We are sitting.
765,Man-aallad daida.,They are standing.
766,Man-baok nan aso.,The dog is barking.
767,Mantagtag nan pusa.,The cat is running.
768,Tumayaw din titit sin adawi.,The bird flew away.
769,Inisaldeng nan odan.,The rain stopped.
770,Ilaek nan kaiw.,I see a tree.
771,Ilaek nan beey.,I see a house.
772,Ilaek nan waig.,I see a river.
773,Ilaek din agew.,I see the sun.
774,Ilaek din bola.,I see the moon.
775,Idawat mo kod nan danum ko.,Give me water.
776,Idawat mo kod nan makan ko.,Give me food.
777,Idawat mo kod nan gipan.,Give me the knife.
778,Idawat mo kod nan bag ay doy.,Give me that bag.
779,Iali mo nan goko / labba.,Bring the basket.
780,Alowem kod nan nay en sak-en.,Carry this for me.
781,Ipaey mo sin lamisaan.,Put it on the table.
782,Iisad mo sin luta.,Put it down.
783,Alaem kod nan wadas luta.,Pick it up.
784,Isten mo nan nay.,Hold this.
785,Gedgedem nan patpatok / dikes.,Cut the meat.
786,Otoem nan makan / binayo.,Cook the rice.
787,Ipalwak mo nan danum.,Boil the water.
788,Owasam nan pinggan.,Wash the plate.
789,Owasam nan limam.,Wash your hands.
790,Siksikam nan pantaew.,Sweep the yard.
791,Palsiem nan kaiw.,Chop the wood.
792,Man-ak ka si danum.,Fetch the water.
793,Pakanem nan manok.,Feed the chicken.
794,Itali mo nan tali.,Tie the rope.
795,Bokatam nan goko / labba.,Open the basket.
796,Tangebam nan kahon / beey-beey.,Close the box.
797,Kalobam nan banga.,Cover the pot.
798,Inpasilaem nan apoy.,Light the fire.
799,Idsebmo nan apoy.,Put out the fire.
800,Man-atong nan agew.,The sun is hot.
801,Matengnen nan danum.,The water is cold.
802,Man-ap-apoy nan apoy.,The fire is burning.
803,Naluto nan makan / binayo.,The rice is cooked.
804,Ata-ata nan dikes / patpatok.,The meat is raw.
805,Naluom nan ba-at.,The banana is ripe.
806,Balo / nankatit pay laeng nan mula ay kanen.,The vegetable is fresh.
807,Mabyat nan nay.,This is heavy.
808,Ma-an-anawa nan nay.,This is light.
809,Bantikit nan nay.,This is small.
810,Dakidaki nan nay.,This is big.
811,Daan nan nay.,This is old.
812,Balo nan nay.,This is new.
813,Adawi nan nay.,This is far.
814,Asiping nan nay.,This is near.
815,Gawis nan nay.,This is good.
816,Ngaag nan nay.,This is bad.
817,Mandandananak emey sin oma.,I am walking to the field.
818,Man-okalak emey sin dontog.,I am going up the mountain.
819,Man-pawayak emey sin waig.,I am going down to the river.
820,Inmey sisya sin malkit.,He went to the market.
821,Nalpo din babai sin beey.,She came from the house.
822,Omasallin kami sin beey ed niman.,We are going home now.
823,Dinmateng da ed nabiit / ed nattan.,They arrived yesterday.
824,Omasallinak kasin as wakget.,I will come back tomorrow.
825,Magay sisya sina.,He is not here.
826,Wadas din babai sidi.,She is over there.
827,Man-om-oma si amak.,My father is a farmer.
828,Man-da-it si inak.,My mother is sewing.
829,Man-gakat si siag-i ko ay lalaki,My brother is fishing.
830,Man-pipi si siag-i ko ay babai.,My sister is washing clothes.
831,Man-in-inana si apok ay lalaki.,My grandfather is resting.
832,Man-ab-abal si apok ay babai.,My grandmother is weaving.
833,Man-oga nan ubing.,The child is crying.
834,Maseypan nan ubing.,The baby is sleeping.
835,In-inanad ay mandanan din amama.,The old man is walking slowly.
836,Man-kankanta din balasang.,The young woman is singing.
837,Matengnenak.,I am cold.
838,Man-atongak.,I am hot.
839,Na-owawak.,I am thirsty.
840,Maanangak din kalin Tatang.,I disagree with Father's words.
841,Tolongam kod sak-en ay en manganap sin antokos ko.,lease help me go look for my glasses.
842,Adiak maalwew / maseypan.,I am not sleepy.
843,Laydek ay mangan.,I want to eat.
844,Laydek ay ominom.,I want to drink.
845,Laydek ay omin-inana.,I want to rest.
846,Adiak layden sa.,I do not want this.
847,Laydek din dya / doy.,I want that one.
848,Kowak nan nay.,This is mine.
849,Enak anapen din nalitaw ay pilak ko.,I'm going to look for my lost money.
850,Naipapatag din kingki en sak-en.,The lamp is directly above me.
851,Wada din kosili ay sana ay mantaytayaw sin patag di beey mi.,That bird was flying directly above our house.
852,En ka mansonod ta pasinsiyaan daka.,Go apologize so that he'll forgive you.
853,"Mamasig si Juan ay emey ed Baguio, anggan dakeyan da.","Juan is determined to go to Baguio, even though they forbid him."
854,Ipasig Juan din laydena.,Juan persists in what he wants.
855,Mapasal ay wada din bas ed Sagpat.,It is estimated that the bus is at Sagpat.
856,Mapapeng keweng mo sin kaeng di makina.,Your ears will be deafened by the noise of the machine.
857,Ay way omipango sin beey da Monte?,Will someone guide me to the Montes' house?
858,"Say nangiyodan da, din kakitkittoyan.",The one they left behind was the smallest.
859,Laydek ay makingalat panggep sin ogali yo.,I'd like to talk with (you) about your customs.
860,Sinoy panggep si demespegam?,What is the reason for your hitting me?
861,"Panget ed wani, siyat way silew.","It's pitch dark now, a torch is necessary."
862,Pandamagan si kalni.,A cutting board for meat.
863,Pomanakpak din takkay na sin bola.,His hand struck the ball with a slapping sound.
864,Mapaltak san anak mo ay man-obla.,That child of yours is a vigorous worker.
865,Ipalpal na din pal-og sin gangsa.,He strikes the gonging object on the gong.
866,Maipalit di man-obla sin agew ay pan-ibbayan.,It is prohibited to work on the day for rest.
867,Adi ka paleten san asin tan manpait.,Don't add too much of that salt because it will be too salty.
868,Napalet di gatas mo.,Your milk is too thick.
869,Nakosokoso din badok tan adi napalansaan.,My clothes are all wrinkled because they weren't ironed.
870,Kaman pag-ong di iyat din logan mi ay mandan.,Our vehicle moved like a turtle.
871,Ipagel na ay emey si asawa na ed Baguio.,He prohibits his wife from going to Baguio.
872,Napagatan din pangdan.,Pineapples are spiny.
873,Manpaganaas san danom; adiak dengngen.,That water makes a roaring sound.
874,Padtokem din alad.,Jump over the fence.
875,Inpadmang das kapi ya tinapay.,They gave (him) coffee and bread.
876,Waday ipogaw ay nataynan ed padmang.,A person was left behind on the other side.
877,Adi ka pomadpadas tan ammok sa.,Don't put me to the test because I know that.
878,Oyodena din timba ay nak-et si lobid.,He lowers the bucket which is tied with a rope.
879,Oyadem din lobid.,Stretch out the rope.
880,Oway ka mo omali ka si bigat onno maga.,It's up to you whether you come tomorrow or not.
881,Oway di iyaat na.,He does whatever he pleases.
882,Opopem ta adi bemelan otot.,Cover the hole so the rat won't come out.
883,En ka iooan daida.,Go ask them for some food.
884,En ka mangoo ta way kanen.,Go beg for food so there will be something to eat.
885,Maiogaanak yan mansakit din toktok ko.,I am all cried out and my head hurts.
886,Man-oga tan iwed si nanang na.,She is crying because her mother is not there.
887,Owatak inlogalogan din odom ay pilak ko.,I just used the rest of my money riding (on buses/jeeps).
888,Waday odom ay seng-ew ay adik layden.,There are other scents that I don't like.
889,Manlakoak si odom ay manok.,I'd like to buy another chicken.
890,Paandoek pay asiak alaen.,"I'll let it grow taller, then I'll get it."
891,"Din anak, itdoam si obla ta nininas pangad-adalan da.",Teach children about work so they will gradually learn.
892,Aw ngin.,Maybe so.
893,Ngisiwan yo ta omali da ay dagos.,Whistle at them so that they will come immediately.
894,Ay en ka makisida ed Tacadang?,Will you go attend the feast in Tacadang?
895,Manngaotoy din danan tan nan-odan.,The path is slippery because it rained.
896,Intoy ngalngalaten da di?,What are they talking about?
897,Nginalat kos sis-iya yan adi sinosombat.,I talked to her and she never answered.
898,Sinoy laydem ay ingadan sin moyang?,What do you want to name the child?
899,Ingadan yo iman di sigsig-ed ay ngadan.,Name her with a very nice name.
900,Kalingeb din liboo sin ngabangab di bowan.,The clouds suddenly covered the light of the moon.
901,Nay di pilak ay indawat mo en sak-en.,Here is the money you gave me.
902,Naoney di baknang ay mangan si mam-is ay makan.,A rich person who eats tasty food is lucky.
903,Namowawet adi mo makakali kamis Kankanaey.,It's indeed good if we are able to speak Kankanaey.
904,Masapol kayman ay nam-osen yo di nankikinalasi ay ligat.,You must admittedly suffer various kinds of hardship.
905,"Magay nam-osen si boway, tan manlogan tako.","No fatigue will be endured, because we will ride."
906,"Namnamaek ay din maikadwa ay bowan, temeg-in.","I expect that the second month, it will get cold."
907,Manam-ay sa ay maadal.,That is easy to learn.
908,Kaman dan kanan en nabaew di otot en amam.,"It's as if they've said (i.e., it seems that I've heard) that your father died."
909,Naadal ka ket. Apay nga adi ka ammo di ibagak?,You're certainly educated. Why don't you know what I'm talking about?
910,Dinmateng kami sin kosto ay mansegep di manok.,We arrived at the very time the chickens go to roost.
911,Namansaan din badok.,My clothes are stained.
912,Ilam tan mamikmik tinapay kos na.,Watch out because my bread here will be squashed.
913,"Mo adi yo patpatien, dakayo met laeng di madosa.","If you don't obey, you are the very ones who will be punished."
914,"Olay mo man-odan, emeyak met laeng.","Even though it rains, I'll go just the same."
915,Ay inam din bola?,Did you take the ball?
916,Pasgepem din mangili ay sana.,Have that visitor come in.
917,Namagmagan din danom sin sakdoan.,The water is empty at the water source.
918,Man-a kas papil ta say ilop-it mo pangipay-am tan nay magay sopot.,"Get some paper and fold it up to make a place in which to put it, because there's no bag."
919,Ay niliknam di yegyeg?,Did you feel an earthquake?
920,Mailigligatan ay man-isbo.,He is having a hard time urinating.
921,Naligat ay mantikid mo man-atong.,It's difficult to climb uphill when it's hot.
922,"Ilid-ip mo, peteg di soyop mo.","Take a nap, you're overly sleepy."
923,Nabotan mata na yan inlekleleklek na.,He had something in his eye and kept rubbing it.
924,Ilkeb ko sin nabisngit ay pantalon.,I'll use it to patch the torn pants.
925,Nailebleb din kamerak sin nan-agadangak sin ginawang.,My camera was immersed when I crossed the river.
926,Say inyat na kanos sa ay linbeng Apo Diyos din daga.,"That's how it happened, they say, that God flooded the earth."
927,"Ten-em, adim lebasen asin.","Take it easy, don't overdo the salt."
928,Dalasen tako tan ilbas dan tapey.,Let's hurry because they'll drink up all the rice beer.
929,Ilayawam mo seppaten daka.,Run away from him if he beats you.
930,Inlayaw da din ayam Bitnak.,They ran off with Bitnak's toy.
931,"Adi makalaon din pitati, tan nasobla.","The market bag can not hold it, because it's too much."
932,Pigay nilaon diblom ay nay si istolya?,How many stories does this book of yours contain?
933,Ilaok mo din patpatok sin pising.,Mix in the meat with the gabi leaves.
934,Alaem san jakit ta ilaob ko sin badok.,Get that jacket for me to put on over my shirt.
935,Aket anggay lam-eden di alam mo?,How come you are taking such a large amount?
936,Nilak-am koy dagaang sin inmeyak ed Tacadang.,I experienced hunger when I went to Tacadang.
937,Malakay kaiw ed gowab.,There are many trees down the hill.
938,Sigaana ay mailabosan.,The snake is hiding.
939,Ilabosan yos sis-iya ta emsen tako.,Take off his clothes for him so that we can bathe him.
940,Nalabes ay naom san balat.,Those bananas are overly ripe.
941,Ipalabaw mo sin innapoy.,Put it on top of the cooked rice.
942,Kilisam book na ta maanaptik.,Trim his hair so it will all be shortened.
943,Mankilangak si kapi si bigat ta wada di kapien tako.,I will roast coffee tomorrow so we have some coffee to drink.
944,Kikinboong din kido.,The thunder made a loud crashing sound.
945,Mankinaw-it din kawal.,The chains are hooked together.
946,Ikaw-iding mon sis-iya.,Link arms with her.
947,Wada di dakdake ay ginawang ay makwani en Matuno.,There is a large river called Matuno.
948,Ikatawanak tan Kankanaey di ammok.,I'm from a Kankanaey-speaking area because Kankanaey is what I know.
949,Mangatawanak tan say inadal ko ed Kibungan.,I speak Kankanaey because that's what I learned in Kibungan.
950,Kakat kano din ason en Bilyot en Adan.,Bilyot's dog reportedly suddenly bit Adan.
951,Adi komat din aso.,The dog won't bite.
952,Ilaem tan mankat sa.,Watch out because that one bites.
953,Nabanglo di kasongsongan di sabsabong.,The flowers have a fragrant scent.
954,Ay laydem ay ed Baguio di mabistigalan di kasom?,Do you want your case to be tried in Baguio?
955,Apay nga adi kayon omikaskaso?,Why don't you pay attention to me?
956,Adi inkaskason din opisyal din kedkedawen di nabibiteg.,The official didn't pay attention to what the poor people were requesting.
957,Adiak inkaskason odan tan laydek ay kedngen oblak.,I didn't heed the rain because I wanted to finish my work.
958,Ikasin mo din dadakke sin kinittoy.,Separate the large from the small.
959,Laydelayden din esay nakay din kasinan nakay.,The one old man really likes the other old man.
960,Binmaba kasin din lakon di dipolyo.,The price of cabbage has gone down again.
961,En da ikasaba din kalin Jesus sin ipogaw.,They are going to preach the words of Jesus to the people.
962,Komapoy ka mo adi ka mangan.,You will become weak if you don't eat.
963,Abaem nan mansakit ay anak tan nay makmakapoy ay mandan.,Carry this sick child on your back because he is presently too weak to walk.
964,"Anggan owat kan kaposan, tan madagsen kayman.","Why don't you just fill it close to the top, because admittedly it's heavy."
965,Anggay nankapos din bowan.,The month is almost over already.
966,Owat kapos na ay nakdeng.,Only a little bit of it is finished.
967,Into pay isna di kapian en Luisa.,Where here (in this town) is Luisa's coffee place?
968,Ad-adoy ipogaw di nangikap-eng sin doy dipolyo.,Many people received an equal share of that cabbage.
