sentence_id,kankanaey_sentence,english_sentence,kankanaey_token,assigned_pos_tag
313,Sapay koma ta itoltoloy yo ay mannemnemnem en dakami.,May you continue to think about us.,en,
313,Sapay koma ta itoltoloy yo ay mannemnemnem en dakami.,May you continue to think about us.,dakami,
313,Sapay koma ta itoltoloy yo ay mannemnemnem en dakami.,May you continue to think about us.,.,
314,Matolyoyan din godgod ko.,My eraser will become rounded.,Matolyoyan,
314,Matolyoyan din godgod ko.,My eraser will become rounded.,din,
314,Matolyoyan din godgod ko.,My eraser will become rounded.,godgod,
314,Matolyoyan din godgod ko.,My eraser will become rounded.,ko,
314,Matolyoyan din godgod ko.,My eraser will become rounded.,.,
315,Mabalinak abe ay emey sin malkit.,I can also go to the market.,Mabalinak,
315,Mabalinak abe ay emey sin malkit.,I can also go to the market.,abe,
315,Mabalinak abe ay emey sin malkit.,I can also go to the market.,ay,
315,Mabalinak abe ay emey sin malkit.,I can also go to the market.,emey,
315,Mabalinak abe ay emey sin malkit.,I can also go to the market.,sin,
315,Mabalinak abe ay emey sin malkit.,I can also go to the market.,malkit,
315,Mabalinak abe ay emey sin malkit.,I can also go to the market.,.,
316,Ipeey mo din asokal sin danom ta matomay.,Put the sugar in the water so it will dissolve.,Ipeey,
316,Ipeey mo din asokal sin danom ta matomay.,Put the sugar in the water so it will dissolve.,mo,
316,Ipeey mo din asokal sin danom ta matomay.,Put the sugar in the water so it will dissolve.,din,
316,Ipeey mo din asokal sin danom ta matomay.,Put the sugar in the water so it will dissolve.,asokal,
316,Ipeey mo din asokal sin danom ta matomay.,Put the sugar in the water so it will dissolve.,sin,
316,Ipeey mo din asokal sin danom ta matomay.,Put the sugar in the water so it will dissolve.,danom,
316,Ipeey mo din asokal sin danom ta matomay.,Put the sugar in the water so it will dissolve.,ta,
316,Ipeey mo din asokal sin danom ta matomay.,Put the sugar in the water so it will dissolve.,matomay,
316,Ipeey mo din asokal sin danom ta matomay.,Put the sugar in the water so it will dissolve.,.,
317,Tongkoem san bato.,Pile up those rocks.,Tongkoem,
317,Tongkoem san bato.,Pile up those rocks.,san,
317,Tongkoem san bato.,Pile up those rocks.,bato,
317,Tongkoem san bato.,Pile up those rocks.,.,
318,Tinongpal da kano ay emey ed bowan.,They have reportedly achieved going to the moon.,Tinongpal,
318,Tinongpal da kano ay emey ed bowan.,They have reportedly achieved going to the moon.,da,
318,Tinongpal da kano ay emey ed bowan.,They have reportedly achieved going to the moon.,kano,
318,Tinongpal da kano ay emey ed bowan.,They have reportedly achieved going to the moon.,ay,
318,Tinongpal da kano ay emey ed bowan.,They have reportedly achieved going to the moon.,emey,
318,Tinongpal da kano ay emey ed bowan.,They have reportedly achieved going to the moon.,ed,
318,Tinongpal da kano ay emey ed bowan.,They have reportedly achieved going to the moon.,bowan,
318,Tinongpal da kano ay emey ed bowan.,They have reportedly achieved going to the moon.,.,
319,Iwagwag mo din galey ta makaan din tilang.,Shake the blanket so the fleas will be removed.,Iwagwag,
319,Iwagwag mo din galey ta makaan din tilang.,Shake the blanket so the fleas will be removed.,mo,
319,Iwagwag mo din galey ta makaan din tilang.,Shake the blanket so the fleas will be removed.,din,
319,Iwagwag mo din galey ta makaan din tilang.,Shake the blanket so the fleas will be removed.,galey,
319,Iwagwag mo din galey ta makaan din tilang.,Shake the blanket so the fleas will be removed.,ta,
319,Iwagwag mo din galey ta makaan din tilang.,Shake the blanket so the fleas will be removed.,makaan,
319,Iwagwag mo din galey ta makaan din tilang.,Shake the blanket so the fleas will be removed.,din,
319,Iwagwag mo din galey ta makaan din tilang.,Shake the blanket so the fleas will be removed.,tilang,
319,Iwagwag mo din galey ta makaan din tilang.,Shake the blanket so the fleas will be removed.,.,
320,Ipa-maga mo kod din balatong.,Please dry the beans.,Ipa-maga,
320,Ipa-maga mo kod din balatong.,Please dry the beans.,mo,
320,Ipa-maga mo kod din balatong.,Please dry the beans.,kod,
320,Ipa-maga mo kod din balatong.,Please dry the beans.,din,
320,Ipa-maga mo kod din balatong.,Please dry the beans.,balatong,
320,Ipa-maga mo kod din balatong.,Please dry the beans.,.,
321,Naenaban din ginawang / Man-godo.,It's going to flood.,Naenaban,
321,Naenaban din ginawang / Man-godo.,It's going to flood.,din,
321,Naenaban din ginawang / Man-godo.,It's going to flood.,ginawang,
321,Naenaban din ginawang / Man-godo.,It's going to flood.,/,
321,Naenaban din ginawang / Man-godo.,It's going to flood.,Man-godo,
321,Naenaban din ginawang / Man-godo.,It's going to flood.,.,
322,Adim ipaway / Adim ipaey sin pantaew.,Do not put it outside.,Adim,
322,Adim ipaway / Adim ipaey sin pantaew.,Do not put it outside.,ipaway,
322,Adim ipaway / Adim ipaey sin pantaew.,Do not put it outside.,/,
322,Adim ipaway / Adim ipaey sin pantaew.,Do not put it outside.,Adim,
322,Adim ipaway / Adim ipaey sin pantaew.,Do not put it outside.,ipaey,
322,Adim ipaway / Adim ipaey sin pantaew.,Do not put it outside.,sin,
322,Adim ipaway / Adim ipaey sin pantaew.,Do not put it outside.,pantaew,
322,Adim ipaway / Adim ipaey sin pantaew.,Do not put it outside.,.,
323,Nalaing ka.,You are smart.,Nalaing,
323,Nalaing ka.,You are smart.,ka,
323,Nalaing ka.,You are smart.,.,
324,"Nalawa di liknak, songbatam kod.","I am lonely, you answer.",Nalawa,
324,"Nalawa di liknak, songbatam kod.","I am lonely, you answer.",di,
324,"Nalawa di liknak, songbatam kod.","I am lonely, you answer.",liknak,
324,"Nalawa di liknak, songbatam kod.","I am lonely, you answer.",",",
324,"Nalawa di liknak, songbatam kod.","I am lonely, you answer.",songbatam,
324,"Nalawa di liknak, songbatam kod.","I am lonely, you answer.",kod,
324,"Nalawa di liknak, songbatam kod.","I am lonely, you answer.",.,
325,Ipikam. / Iubad mo.,You stand up/you stand it up.,Ipikam,
325,Ipikam. / Iubad mo.,You stand up/you stand it up.,.,
325,Ipikam. / Iubad mo.,You stand up/you stand it up.,/,
325,Ipikam. / Iubad mo.,You stand up/you stand it up.,Iubad,
325,Ipikam. / Iubad mo.,You stand up/you stand it up.,mo,
325,Ipikam. / Iubad mo.,You stand up/you stand it up.,.,
326,Gominek ka.,Shut your mouth / you shut your mouth.,Gominek,
326,Gominek ka.,Shut your mouth / you shut your mouth.,ka,
326,Gominek ka.,Shut your mouth / you shut your mouth.,.,
327,"Awni kod, dakuwek san nanang mo.","Hold on, let me ask your mother.",Awni,
327,"Awni kod, dakuwek san nanang mo.","Hold on, let me ask your mother.",kod,
327,"Awni kod, dakuwek san nanang mo.","Hold on, let me ask your mother.",",",
327,"Awni kod, dakuwek san nanang mo.","Hold on, let me ask your mother.",dakuwek,
327,"Awni kod, dakuwek san nanang mo.","Hold on, let me ask your mother.",san,
327,"Awni kod, dakuwek san nanang mo.","Hold on, let me ask your mother.",nanang,
327,"Awni kod, dakuwek san nanang mo.","Hold on, let me ask your mother.",mo,
327,"Awni kod, dakuwek san nanang mo.","Hold on, let me ask your mother.",.,
328,Bakelem daida ta itnengen da.,Hit them so they will listen.,Bakelem,
328,Bakelem daida ta itnengen da.,Hit them so they will listen.,daida,
328,Bakelem daida ta itnengen da.,Hit them so they will listen.,ta,
328,Bakelem daida ta itnengen da.,Hit them so they will listen.,itnengen,
328,Bakelem daida ta itnengen da.,Hit them so they will listen.,da,
328,Bakelem daida ta itnengen da.,Hit them so they will listen.,.,
329,Agyamanak,Thank you.,Agyamanak,
330,Iaboan yo abe si sak-en sin manok.,Chase the chickens away for me also.,Iaboan,
330,Iaboan yo abe si sak-en sin manok.,Chase the chickens away for me also.,yo,
330,Iaboan yo abe si sak-en sin manok.,Chase the chickens away for me also.,abe,
330,Iaboan yo abe si sak-en sin manok.,Chase the chickens away for me also.,si,
330,Iaboan yo abe si sak-en sin manok.,Chase the chickens away for me also.,sak-en,
330,Iaboan yo abe si sak-en sin manok.,Chase the chickens away for me also.,sin,
330,Iaboan yo abe si sak-en sin manok.,Chase the chickens away for me also.,manok,
330,Iaboan yo abe si sak-en sin manok.,Chase the chickens away for me also.,.,
331,Inabongoan da din ani.,They did the harvest as a group.,Inabongoan,
331,Inabongoan da din ani.,They did the harvest as a group.,da,
331,Inabongoan da din ani.,They did the harvest as a group.,din,
331,Inabongoan da din ani.,They did the harvest as a group.,ani,
331,Inabongoan da din ani.,They did the harvest as a group.,.,
332,"Mo way bisita mis sin-asawa, magay waya sin beey mi.","If we have a married couple as visitors, we have no space in our house.",Mo,
332,"Mo way bisita mis sin-asawa, magay waya sin beey mi.","If we have a married couple as visitors, we have no space in our house.",way,
332,"Mo way bisita mis sin-asawa, magay waya sin beey mi.","If we have a married couple as visitors, we have no space in our house.",bisita,
332,"Mo way bisita mis sin-asawa, magay waya sin beey mi.","If we have a married couple as visitors, we have no space in our house.",mis,
332,"Mo way bisita mis sin-asawa, magay waya sin beey mi.","If we have a married couple as visitors, we have no space in our house.",sin-asawa,
332,"Mo way bisita mis sin-asawa, magay waya sin beey mi.","If we have a married couple as visitors, we have no space in our house.",",",
332,"Mo way bisita mis sin-asawa, magay waya sin beey mi.","If we have a married couple as visitors, we have no space in our house.",magay,
332,"Mo way bisita mis sin-asawa, magay waya sin beey mi.","If we have a married couple as visitors, we have no space in our house.",waya,
332,"Mo way bisita mis sin-asawa, magay waya sin beey mi.","If we have a married couple as visitors, we have no space in our house.",sin,
332,"Mo way bisita mis sin-asawa, magay waya sin beey mi.","If we have a married couple as visitors, we have no space in our house.",beey,
332,"Mo way bisita mis sin-asawa, magay waya sin beey mi.","If we have a married couple as visitors, we have no space in our house.",mi,
332,"Mo way bisita mis sin-asawa, magay waya sin beey mi.","If we have a married couple as visitors, we have no space in our house.",.,
333,Enggana as wakget sin agsapa.,Until tomorrow morning.,Enggana,
333,Enggana as wakget sin agsapa.,Until tomorrow morning.,as,
333,Enggana as wakget sin agsapa.,Until tomorrow morning.,wakget,
333,Enggana as wakget sin agsapa.,Until tomorrow morning.,sin,
333,Enggana as wakget sin agsapa.,Until tomorrow morning.,agsapa,
333,Enggana as wakget sin agsapa.,Until tomorrow morning.,.,
334,"En tako et, manbolingetnan.","Come on, it's getting dark.",En,
334,"En tako et, manbolingetnan.","Come on, it's getting dark.",tako,
334,"En tako et, manbolingetnan.","Come on, it's getting dark.",et,
334,"En tako et, manbolingetnan.","Come on, it's getting dark.",",",
334,"En tako et, manbolingetnan.","Come on, it's getting dark.",manbolingetnan,
334,"En tako et, manbolingetnan.","Come on, it's getting dark.",.,
335,Alas dowa sin masdem / labi.,It's two o'clock in the afternoon,Alas,
335,Alas dowa sin masdem / labi.,It's two o'clock in the afternoon,dowa,
335,Alas dowa sin masdem / labi.,It's two o'clock in the afternoon,sin,
335,Alas dowa sin masdem / labi.,It's two o'clock in the afternoon,masdem,
335,Alas dowa sin masdem / labi.,It's two o'clock in the afternoon,/,
335,Alas dowa sin masdem / labi.,It's two o'clock in the afternoon,labi,
335,Alas dowa sin masdem / labi.,It's two o'clock in the afternoon,.,
336,Alas kwatro wenno alas singko sin masdem.,It's four or five in the afternoon.,Alas,
336,Alas kwatro wenno alas singko sin masdem.,It's four or five in the afternoon.,kwatro,
336,Alas kwatro wenno alas singko sin masdem.,It's four or five in the afternoon.,wenno,
336,Alas kwatro wenno alas singko sin masdem.,It's four or five in the afternoon.,alas,
336,Alas kwatro wenno alas singko sin masdem.,It's four or five in the afternoon.,singko,
336,Alas kwatro wenno alas singko sin masdem.,It's four or five in the afternoon.,sin,
336,Alas kwatro wenno alas singko sin masdem.,It's four or five in the afternoon.,masdem,
336,Alas kwatro wenno alas singko sin masdem.,It's four or five in the afternoon.,.,
337,Omaliak mo way wayak.,I'll come if I have time.,Omaliak,
337,Omaliak mo way wayak.,I'll come if I have time.,mo,
337,Omaliak mo way wayak.,I'll come if I have time.,way,
337,Omaliak mo way wayak.,I'll come if I have time.,wayak,
337,Omaliak mo way wayak.,I'll come if I have time.,.,
338,Wayawayaak sin Dominggo tan magay oblak.,I am free on Sundays because I have no work.,Wayawayaak,
338,Wayawayaak sin Dominggo tan magay oblak.,I am free on Sundays because I have no work.,sin,
338,Wayawayaak sin Dominggo tan magay oblak.,I am free on Sundays because I have no work.,Dominggo,
338,Wayawayaak sin Dominggo tan magay oblak.,I am free on Sundays because I have no work.,tan,
338,Wayawayaak sin Dominggo tan magay oblak.,I am free on Sundays because I have no work.,magay,
338,Wayawayaak sin Dominggo tan magay oblak.,I am free on Sundays because I have no work.,oblak,
338,Wayawayaak sin Dominggo tan magay oblak.,I am free on Sundays because I have no work.,.,
339,Wayaam dakamin Emilio ta mantolag kami mo sinoy makaey.,Give Emilio and me advance notice so we will arrange who will be able to go.,Wayaam,
339,Wayaam dakamin Emilio ta mantolag kami mo sinoy makaey.,Give Emilio and me advance notice so we will arrange who will be able to go.,dakamin,
339,Wayaam dakamin Emilio ta mantolag kami mo sinoy makaey.,Give Emilio and me advance notice so we will arrange who will be able to go.,Emilio,
339,Wayaam dakamin Emilio ta mantolag kami mo sinoy makaey.,Give Emilio and me advance notice so we will arrange who will be able to go.,ta,
339,Wayaam dakamin Emilio ta mantolag kami mo sinoy makaey.,Give Emilio and me advance notice so we will arrange who will be able to go.,mantolag,
339,Wayaam dakamin Emilio ta mantolag kami mo sinoy makaey.,Give Emilio and me advance notice so we will arrange who will be able to go.,kami,
339,Wayaam dakamin Emilio ta mantolag kami mo sinoy makaey.,Give Emilio and me advance notice so we will arrange who will be able to go.,mo,
339,Wayaam dakamin Emilio ta mantolag kami mo sinoy makaey.,Give Emilio and me advance notice so we will arrange who will be able to go.,sinoy,
339,Wayaam dakamin Emilio ta mantolag kami mo sinoy makaey.,Give Emilio and me advance notice so we will arrange who will be able to go.,makaey,
339,Wayaam dakamin Emilio ta mantolag kami mo sinoy makaey.,Give Emilio and me advance notice so we will arrange who will be able to go.,.,
340,An-anopen ko nan lapis.,I am looking for a pencil.,An-anopen,
340,An-anopen ko nan lapis.,I am looking for a pencil.,ko,
340,An-anopen ko nan lapis.,I am looking for a pencil.,nan,
340,An-anopen ko nan lapis.,I am looking for a pencil.,lapis,
340,An-anopen ko nan lapis.,I am looking for a pencil.,.,
341,Imula ni nanang din taba-ang / panyas.,Mother plants corn.,Imula,
341,Imula ni nanang din taba-ang / panyas.,Mother plants corn.,ni,
341,Imula ni nanang din taba-ang / panyas.,Mother plants corn.,nanang,
341,Imula ni nanang din taba-ang / panyas.,Mother plants corn.,din,
341,Imula ni nanang din taba-ang / panyas.,Mother plants corn.,taba-ang,
341,Imula ni nanang din taba-ang / panyas.,Mother plants corn.,/,
341,Imula ni nanang din taba-ang / panyas.,Mother plants corn.,panyas,
341,Imula ni nanang din taba-ang / panyas.,Mother plants corn.,.,
342,Goygoyoden ni tatang din kaiw.,Father pulls the wood.,Goygoyoden,
342,Goygoyoden ni tatang din kaiw.,Father pulls the wood.,ni,
342,Goygoyoden ni tatang din kaiw.,Father pulls the wood.,tatang,
342,Goygoyoden ni tatang din kaiw.,Father pulls the wood.,din,
342,Goygoyoden ni tatang din kaiw.,Father pulls the wood.,kaiw,
342,Goygoyoden ni tatang din kaiw.,Father pulls the wood.,.,
343,Ilaek din kilyat.,I look at the lightning.,Ilaek,
343,Ilaek din kilyat.,I look at the lightning.,din,
343,Ilaek din kilyat.,I look at the lightning.,kilyat,
343,Ilaek din kilyat.,I look at the lightning.,.,
344,Mankanta daida.,They sing.,Mankanta,
344,Mankanta daida.,They sing.,daida,
344,Mankanta daida.,They sing.,.,
345,Manseyseyek din ubing.,The child laughs.,Manseyseyek,
345,Manseyseyek din ubing.,The child laughs.,din,
345,Manseyseyek din ubing.,The child laughs.,ubing,
345,Manseyseyek din ubing.,The child laughs.,.,
346,Gadigadan din posa nan bagi na.,The cat scratches its skin.,Gadigadan,
346,Gadigadan din posa nan bagi na.,The cat scratches its skin.,din,
346,Gadigadan din posa nan bagi na.,The cat scratches its skin.,posa,
346,Gadigadan din posa nan bagi na.,The cat scratches its skin.,nan,
346,Gadigadan din posa nan bagi na.,The cat scratches its skin.,bagi,
346,Gadigadan din posa nan bagi na.,The cat scratches its skin.,na,
346,Gadigadan din posa nan bagi na.,The cat scratches its skin.,.,
347,Mantagtag din aso sin kalsada.,The dog runs on the road.,Mantagtag,
347,Mantagtag din aso sin kalsada.,The dog runs on the road.,din,
347,Mantagtag din aso sin kalsada.,The dog runs on the road.,aso,
347,Mantagtag din aso sin kalsada.,The dog runs on the road.,sin,
347,Mantagtag din aso sin kalsada.,The dog runs on the road.,kalsada,
347,Mantagtag din aso sin kalsada.,The dog runs on the road.,.,
348,Itnengen mi din kali di maestro.,We listen to the teacher's words.,Itnengen,
348,Itnengen mi din kali di maestro.,We listen to the teacher's words.,mi,
348,Itnengen mi din kali di maestro.,We listen to the teacher's words.,din,
348,Itnengen mi din kali di maestro.,We listen to the teacher's words.,kali,
348,Itnengen mi din kali di maestro.,We listen to the teacher's words.,di,
348,Itnengen mi din kali di maestro.,We listen to the teacher's words.,maestro,
348,Itnengen mi din kali di maestro.,We listen to the teacher's words.,.,
349,Ilon-lonak si lola ko.,I massage my grandmother.,Ilon-lonak,
349,Ilon-lonak si lola ko.,I massage my grandmother.,si,
349,Ilon-lonak si lola ko.,I massage my grandmother.,lola,
349,Ilon-lonak si lola ko.,I massage my grandmother.,ko,
349,Ilon-lonak si lola ko.,I massage my grandmother.,.,
350,Donsaren / Doparen ni tatang din luta.,Father measures the land.,Donsaren,
350,Donsaren / Doparen ni tatang din luta.,Father measures the land.,/,
350,Donsaren / Doparen ni tatang din luta.,Father measures the land.,Doparen,
350,Donsaren / Doparen ni tatang din luta.,Father measures the land.,ni,
350,Donsaren / Doparen ni tatang din luta.,Father measures the land.,tatang,
350,Donsaren / Doparen ni tatang din luta.,Father measures the land.,din,
350,Donsaren / Doparen ni tatang din luta.,Father measures the land.,luta,
350,Donsaren / Doparen ni tatang din luta.,Father measures the land.,.,
351,Piduten ni nanang din itlog.,Mother picks up the egg.,Piduten,
351,Piduten ni nanang din itlog.,Mother picks up the egg.,ni,
351,Piduten ni nanang din itlog.,Mother picks up the egg.,nanang,
351,Piduten ni nanang din itlog.,Mother picks up the egg.,din,
351,Piduten ni nanang din itlog.,Mother picks up the egg.,itlog,
351,Piduten ni nanang din itlog.,Mother picks up the egg.,.,
352,Ipa-usarko nan kutsara.,I use a spoon.,Ipa-usarko,
352,Ipa-usarko nan kutsara.,I use a spoon.,nan,
352,Ipa-usarko nan kutsara.,I use a spoon.,kutsara,
352,Ipa-usarko nan kutsara.,I use a spoon.,.,
353,Iituloy da nan obla da.,They continue their work.,Iituloy,
353,Iituloy da nan obla da.,They continue their work.,da,
353,Iituloy da nan obla da.,They continue their work.,nan,
353,Iituloy da nan obla da.,They continue their work.,obla,
353,Iituloy da nan obla da.,They continue their work.,da,
353,Iituloy da nan obla da.,They continue their work.,.,
354,Egnan din ubing nan takkay ni nanang na.,The child holds Mother's hand.,Egnan,
354,Egnan din ubing nan takkay ni nanang na.,The child holds Mother's hand.,din,
354,Egnan din ubing nan takkay ni nanang na.,The child holds Mother's hand.,ubing,
354,Egnan din ubing nan takkay ni nanang na.,The child holds Mother's hand.,nan,
354,Egnan din ubing nan takkay ni nanang na.,The child holds Mother's hand.,takkay,
354,Egnan din ubing nan takkay ni nanang na.,The child holds Mother's hand.,ni,
354,Egnan din ubing nan takkay ni nanang na.,The child holds Mother's hand.,nanang,
354,Egnan din ubing nan takkay ni nanang na.,The child holds Mother's hand.,na,
354,Egnan din ubing nan takkay ni nanang na.,The child holds Mother's hand.,.,
355,Ilaek din dontog.,I look at the mountain.,Ilaek,
355,Ilaek din dontog.,I look at the mountain.,din,
355,Ilaek din dontog.,I look at the mountain.,dontog,
355,Ilaek din dontog.,I look at the mountain.,.,
356,Songbatam din daku / kali.,You answer the question.,Songbatam,
356,Songbatam din daku / kali.,You answer the question.,din,
356,Songbatam din daku / kali.,You answer the question.,daku,
356,Songbatam din daku / kali.,You answer the question.,/,
356,Songbatam din daku / kali.,You answer the question.,kali,
356,Songbatam din daku / kali.,You answer the question.,.,
357,Bayowen ni tatang din begas.,Father pounds the rice.,Bayowen,
357,Bayowen ni tatang din begas.,Father pounds the rice.,ni,
357,Bayowen ni tatang din begas.,Father pounds the rice.,tatang,
357,Bayowen ni tatang din begas.,Father pounds the rice.,din,
357,Bayowen ni tatang din begas.,Father pounds the rice.,begas,
357,Bayowen ni tatang din begas.,Father pounds the rice.,.,
358,Dakuwen ko di tulong.,I ask for help.,Dakuwen,
358,Dakuwen ko di tulong.,I ask for help.,ko,
358,Dakuwen ko di tulong.,I ask for help.,di,
358,Dakuwen ko di tulong.,I ask for help.,tulong,
358,Dakuwen ko di tulong.,I ask for help.,.,
359,Man-aam-mong kami sin beey.,We gather at the house.,Man-aam-mong,
359,Man-aam-mong kami sin beey.,We gather at the house.,kami,
359,Man-aam-mong kami sin beey.,We gather at the house.,sin,
359,Man-aam-mong kami sin beey.,We gather at the house.,beey,
359,Man-aam-mong kami sin beey.,We gather at the house.,.,
360,Witiwitan daka sin aso.,The dog will wag its tail at you.,Witiwitan,
360,Witiwitan daka sin aso.,The dog will wag its tail at you.,daka,
360,Witiwitan daka sin aso.,The dog will wag its tail at you.,sin,
360,Witiwitan daka sin aso.,The dog will wag its tail at you.,aso,
360,Witiwitan daka sin aso.,The dog will wag its tail at you.,.,
361,Gawis ta nan-abat tako.,Nice to meet you.,Gawis,
361,Gawis ta nan-abat tako.,Nice to meet you.,ta,
361,Gawis ta nan-abat tako.,Nice to meet you.,nan-abat,
361,Gawis ta nan-abat tako.,Nice to meet you.,tako,
361,Gawis ta nan-abat tako.,Nice to meet you.,.,
362,As wakget kasan.,See you tomorrow.,As,
362,As wakget kasan.,See you tomorrow.,wakget,
362,As wakget kasan.,See you tomorrow.,kasan,
362,As wakget kasan.,See you tomorrow.,.,
363,Isten mo / I-anad ka.,Take care.,Isten,
363,Isten mo / I-anad ka.,Take care.,mo,
363,Isten mo / I-anad ka.,Take care.,/,
363,Isten mo / I-anad ka.,Take care.,I-anad,
363,Isten mo / I-anad ka.,Take care.,ka,
363,Isten mo / I-anad ka.,Take care.,.,
364,Man-oto si nanang ko tinan-ew.,My mother cooks every day.,Man-oto,
364,Man-oto si nanang ko tinan-ew.,My mother cooks every day.,si,
364,Man-oto si nanang ko tinan-ew.,My mother cooks every day.,nanang,
364,Man-oto si nanang ko tinan-ew.,My mother cooks every day.,ko,
364,Man-oto si nanang ko tinan-ew.,My mother cooks every day.,tinan-ew,
364,Man-oto si nanang ko tinan-ew.,My mother cooks every day.,.,
365,Pangpangoan si manong ko en sak-en.,My brother is older than me.,Pangpangoan,
365,Pangpangoan si manong ko en sak-en.,My brother is older than me.,si,
365,Pangpangoan si manong ko en sak-en.,My brother is older than me.,manong,
365,Pangpangoan si manong ko en sak-en.,My brother is older than me.,ko,
365,Pangpangoan si manong ko en sak-en.,My brother is older than me.,en,
365,Pangpangoan si manong ko en sak-en.,My brother is older than me.,sak-en,
365,Pangpangoan si manong ko en sak-en.,My brother is older than me.,.,
366,Panginaen ko hidi.,She is my aunt.,Panginaen,
366,Panginaen ko hidi.,She is my aunt.,ko,
366,Panginaen ko hidi.,She is my aunt.,hidi,
366,Panginaen ko hidi.,She is my aunt.,.,
367,Lolong ko hidi.,He is my grandfather.,Lolong,
367,Lolong ko hidi.,He is my grandfather.,ko,
367,Lolong ko hidi.,He is my grandfather.,hidi,
367,Lolong ko hidi.,He is my grandfather.,.,
368,Inpasyar mi din agi mi.,We visited our relatives.,Inpasyar,
368,Inpasyar mi din agi mi.,We visited our relatives.,mi,
368,Inpasyar mi din agi mi.,We visited our relatives.,din,
368,Inpasyar mi din agi mi.,We visited our relatives.,agi,
368,Inpasyar mi din agi mi.,We visited our relatives.,mi,
368,Inpasyar mi din agi mi.,We visited our relatives.,.,
369,Naowat ak. / Daga-angak.,I am hungry.,Naowat,
369,Naowat ak. / Daga-angak.,I am hungry.,ak,
369,Naowat ak. / Daga-angak.,I am hungry.,.,
369,Naowat ak. / Daga-angak.,I am hungry.,/,
369,Naowat ak. / Daga-angak.,I am hungry.,Daga-angak,
369,Naowat ak. / Daga-angak.,I am hungry.,.,
370,Man-atong nan gangan / sabeng na.,This soup is hot.,Man-atong,
370,Man-atong nan gangan / sabeng na.,This soup is hot.,nan,
370,Man-atong nan gangan / sabeng na.,This soup is hot.,gangan,
370,Man-atong nan gangan / sabeng na.,This soup is hot.,/,
370,Man-atong nan gangan / sabeng na.,This soup is hot.,sabeng,
370,Man-atong nan gangan / sabeng na.,This soup is hot.,na,
370,Man-atong nan gangan / sabeng na.,This soup is hot.,.,
371,Idawat mo kod nan makan ko?,Can I have some rice?,Idawat,
371,Idawat mo kod nan makan ko?,Can I have some rice?,mo,
371,Idawat mo kod nan makan ko?,Can I have some rice?,kod,
371,Idawat mo kod nan makan ko?,Can I have some rice?,nan,
371,Idawat mo kod nan makan ko?,Can I have some rice?,makan,
371,Idawat mo kod nan makan ko?,Can I have some rice?,ko,
371,Idawat mo kod nan makan ko?,Can I have some rice?,?,
372,Mam-is din lames di ka-ew.,The fruit is sweet.,Mam-is,
372,Mam-is din lames di ka-ew.,The fruit is sweet.,din,
372,Mam-is din lames di ka-ew.,The fruit is sweet.,lames,
372,Mam-is din lames di ka-ew.,The fruit is sweet.,di,
372,Mam-is din lames di ka-ew.,The fruit is sweet.,ka-ew,
372,Mam-is din lames di ka-ew.,The fruit is sweet.,.,
373,En tako et man-oto si pangrabiyan.,Let's cook dinner.,En,
373,En tako et man-oto si pangrabiyan.,Let's cook dinner.,tako,
373,En tako et man-oto si pangrabiyan.,Let's cook dinner.,et,
373,En tako et man-oto si pangrabiyan.,Let's cook dinner.,man-oto,
373,En tako et man-oto si pangrabiyan.,Let's cook dinner.,si,
373,En tako et man-oto si pangrabiyan.,Let's cook dinner.,pangrabiyan,
373,En tako et man-oto si pangrabiyan.,Let's cook dinner.,.,
374,Adak layden nan mansalsalangat ay makan.,I don't like spicy food.,Adak,
374,Adak layden nan mansalsalangat ay makan.,I don't like spicy food.,layden,
374,Adak layden nan mansalsalangat ay makan.,I don't like spicy food.,nan,
374,Adak layden nan mansalsalangat ay makan.,I don't like spicy food.,mansalsalangat,
374,Adak layden nan mansalsalangat ay makan.,I don't like spicy food.,ay,
374,Adak layden nan mansalsalangat ay makan.,I don't like spicy food.,makan,
374,Adak layden nan mansalsalangat ay makan.,I don't like spicy food.,.,
375,Inila na tan naek kami sidi ya.,"He saw it because we slept there, you see.",Inila,
375,Inila na tan naek kami sidi ya.,"He saw it because we slept there, you see.",na,
375,Inila na tan naek kami sidi ya.,"He saw it because we slept there, you see.",tan,
375,Inila na tan naek kami sidi ya.,"He saw it because we slept there, you see.",naek,
375,Inila na tan naek kami sidi ya.,"He saw it because we slept there, you see.",kami,
375,Inila na tan naek kami sidi ya.,"He saw it because we slept there, you see.",sidi,
375,Inila na tan naek kami sidi ya.,"He saw it because we slept there, you see.",ya,
375,Inila na tan naek kami sidi ya.,"He saw it because we slept there, you see.",.,
376,Imbag ta naagew nan daya edwani.,The sky is clear today.,Imbag,
376,Imbag ta naagew nan daya edwani.,The sky is clear today.,ta,
376,Imbag ta naagew nan daya edwani.,The sky is clear today.,naagew,
376,Imbag ta naagew nan daya edwani.,The sky is clear today.,nan,
376,Imbag ta naagew nan daya edwani.,The sky is clear today.,daya,
376,Imbag ta naagew nan daya edwani.,The sky is clear today.,edwani,
376,Imbag ta naagew nan daya edwani.,The sky is clear today.,.,
377,Man-atet / Tengnen nan agsapa ay nay.,It's cold this morning.,Man-atet,
377,Man-atet / Tengnen nan agsapa ay nay.,It's cold this morning.,/,
377,Man-atet / Tengnen nan agsapa ay nay.,It's cold this morning.,Tengnen,
